facility_id,day,total_staff,nurses_on_duty,doctors_on_duty,beds_occupied,beds_available,patient_visits,avg_congestion,weighted_demand,staff_to_patient_ratio,beds_occupancy_ratio
HF_L5_002,9/27/2023,80,52,20,222,56,39,321.3589744,66,2,3.964285714
HF_L5_002,9/28/2023,74,39,27,176,90,35,288.4285714,48,2.055555556,1.955555556
HF_L5_002,9/29/2023,71,40,15,169,109,39,246.6153846,45,1.775,1.550458716
HF_L5_002,9/30/2023,70,40,26,142,108,28,273.6785714,35,2.413793103,1.314814815
HF_L5_002,10/1/2023,73,45,20,208,106,24,247.875,41,2.92,1.962264151
HF_L5_002,10/2/2023,53,34,19,223,91,46,285.8695652,74,1.127659574,2.450549451
HF_L5_002,10/3/2023,51,42,25,237,94,37,265.7297297,62,1.342105263,2.521276596
HF_L5_002,10/4/2023,57,31,24,271,91,32,282.28125,44,1.727272727,2.978021978
HF_L5_002,10/5/2023,51,52,23,286,112,45,291.1555556,63,1.108695652,2.553571429
HF_L5_002,10/6/2023,50,51,21,257,90,34,356.4705882,50,1.428571429,2.855555556
HF_L5_002,10/7/2023,60,28,23,283,94,34,301.5294118,69,1.714285714,3.010638298
HF_L5_002,10/8/2023,86,30,16,185,112,40,328.225,62,2.097560976,1.651785714
HF_L5_002,10/9/2023,75,28,20,171,101,32,291.0625,56,2.272727273,1.693069307
HF_L5_002,10/10/2023,56,52,19,240,97,32,288.03125,49,1.696969697,2.474226804
HF_L5_002,10/11/2023,46,35,20,170,105,31,281.2258065,43,1.4375,1.619047619
HF_L5_002,10/12/2023,52,53,15,156,126,33,314.6060606,41,1.529411765,1.238095238
HF_L5_002,10/13/2023,65,49,20,291,98,32,292.78125,43,1.96969697,2.969387755
HF_L5_002,10/14/2023,56,40,26,173,88,27,249.2222222,44,2,1.965909091
HF_L5_002,10/15/2023,68,42,28,175,97,28,334.5357143,39,2.344827586,1.804123711
HF_L5_002,10/16/2023,52,31,26,249,78,37,324.4054054,45,1.368421053,3.192307692
HF_L5_002,10/17/2023,45,40,21,156,90,37,278.9459459,63,1.184210526,1.733333333
HF_L5_002,10/18/2023,42,38,21,257,99,28,276.9642857,41,1.448275862,2.595959596
HF_L5_002,10/19/2023,59,36,23,223,113,29,287.3448276,40,1.966666667,1.973451327
HF_L5_002,10/20/2023,75,48,16,122,117,39,259.4871795,49,1.875,1.042735043
HF_L5_002,10/21/2023,54,30,28,112,130,30,284.7333333,52,1.741935484,0.861538462
HF_L5_002,10/22/2023,57,45,26,191,86,32,275.59375,39,1.727272727,2.220930233
HF_L5_002,10/23/2023,76,32,28,171,91,39,295.0512821,56,1.9,1.879120879
HF_L5_002,10/24/2023,55,36,18,256,103,29,334.2068966,42,1.833333333,2.485436893
HF_L5_002,10/25/2023,70,55,18,219,97,31,354.1935484,57,2.1875,2.257731959
HF_L5_002,10/26/2023,45,27,24,148,119,46,344.5434783,72,0.957446809,1.243697479
HF_L5_002,10/27/2023,85,44,15,191,122,34,321.5294118,56,2.428571429,1.56557377
HF_L5_002,10/28/2023,66,37,21,167,76,37,296.7297297,72,1.736842105,2.197368421
HF_L5_002,10/29/2023,65,33,19,194,113,33,307.7272727,47,1.911764706,1.716814159
HF_L5_002,10/30/2023,76,38,20,161,119,29,260.8965517,48,2.533333333,1.352941176
HF_L5_002,10/31/2023,85,38,19,181,97,33,306.5757576,63,2.5,1.865979381
HF_L5_002,11/1/2023,66,41,21,201,104,31,308,41,2.0625,1.932692308
HF_L5_002,11/2/2023,45,54,17,225,114,33,326.0606061,56,1.323529412,1.973684211
HF_L5_002,11/3/2023,75,36,24,213,89,35,264.5428571,39,2.083333333,2.393258427
HF_L5_002,11/4/2023,78,35,26,196,100,30,285.7,47,2.516129032,1.96
HF_L5_002,11/5/2023,57,43,20,237,81,38,304.6578947,62,1.461538462,2.925925926
HF_L5_002,11/6/2023,74,28,24,90,86,23,316.7391304,27,3.083333333,1.046511628
HF_L5_002,11/7/2023,73,36,22,160,84,33,293.3333333,42,2.147058824,1.904761905
HF_L5_002,11/8/2023,66,38,18,214,105,49,339.8571429,80,1.32,2.038095238
HF_L5_002,11/9/2023,60,37,22,224,113,31,301.0645161,45,1.875,1.982300885
HF_L5_002,11/10/2023,36,44,15,181,106,35,313.6857143,41,1,1.70754717
HF_L5_002,11/11/2023,66,43,15,221,113,40,301.15,48,1.609756098,1.955752212
HF_L5_002,11/12/2023,75,38,24,185,115,43,305.1860465,68,1.704545455,1.608695652
HF_L5_002,11/13/2023,57,32,20,100,91,27,330.8888889,39,2.035714286,1.098901099
HF_L5_002,11/14/2023,57,27,30,238,131,32,310.625,48,1.727272727,1.816793893
HF_L5_002,11/15/2023,63,40,23,157,109,28,327.8214286,47,2.172413793,1.440366972
HF_L5_002,11/16/2023,67,35,23,298,113,28,331.0357143,54,2.310344828,2.637168142
HF_L5_002,11/17/2023,68,30,22,260,102,35,349.2571429,57,1.888888889,2.549019608
HF_L5_002,11/18/2023,59,36,20,179,74,29,310.2068966,45,1.966666667,2.418918919
HF_L5_002,11/19/2023,40,52,10,165,113,38,332.7894737,61,1.025641026,1.460176991
HF_L5_002,11/20/2023,86,50,18,266,85,43,316.5813953,51,1.954545455,3.129411765
HF_L5_002,11/21/2023,70,44,17,167,82,36,320.3611111,48,1.891891892,2.036585366
HF_L5_002,11/22/2023,80,43,20,180,87,31,315.7419355,50,2.5,2.068965517
HF_L5_002,11/23/2023,67,39,17,254,86,40,319.925,52,1.634146341,2.953488372
HF_L5_002,11/24/2023,79,42,16,147,85,33,322.0606061,42,2.323529412,1.729411765
HF_L5_002,11/25/2023,75,43,24,147,111,30,295.5666667,40,2.419354839,1.324324324
HF_L5_002,11/26/2023,43,49,26,210,117,28,264.4285714,46,1.482758621,1.794871795
HF_L5_002,11/27/2023,79,54,21,144,105,29,259.6896552,42,2.633333333,1.371428571
HF_L5_002,11/28/2023,90,27,22,168,87,28,364.8928571,44,3.103448276,1.931034483
HF_L5_002,11/29/2023,49,28,16,128,92,23,273.6086957,28,2.041666667,1.391304348
HF_L5_002,11/30/2023,66,34,22,243,106,28,288.6785714,39,2.275862069,2.29245283
HF_L5_002,12/1/2023,62,44,25,162,83,27,263.1851852,40,2.214285714,1.951807229
HF_L5_002,12/2/2023,73,30,23,184,90,38,337.8157895,55,1.871794872,2.044444444
HF_L5_002,12/3/2023,86,41,22,207,111,29,293.5172414,40,2.866666667,1.864864865
HF_L5_002,12/4/2023,85,44,19,269,84,28,282.3928571,42,2.931034483,3.202380952
HF_L5_002,12/5/2023,65,41,24,184,93,37,297.3783784,62,1.710526316,1.978494624
HF_L5_002,12/6/2023,67,42,29,253,98,34,271.5,46,1.914285714,2.581632653
HF_L5_002,12/7/2023,71,36,27,205,71,26,279.6538462,32,2.62962963,2.887323944
HF_L5_002,12/8/2023,60,57,16,178,98,43,289.372093,81,1.363636364,1.816326531
HF_L5_002,12/9/2023,62,34,17,226,75,30,333.7333333,45,2,3.013333333
HF_L5_002,12/10/2023,69,42,24,160,101,31,292.2258065,45,2.15625,1.584158416
HF_L5_002,12/11/2023,68,32,15,256,86,36,315.5833333,64,1.837837838,2.976744186
HF_L5_002,12/12/2023,52,35,22,193,120,23,265.2173913,43,2.166666667,1.608333333
HF_L5_002,12/13/2023,67,44,26,257,89,28,265.6071429,45,2.310344828,2.887640449
HF_L5_002,12/14/2023,76,52,21,167,107,31,302.4193548,38,2.375,1.560747664
HF_L5_002,12/15/2023,62,36,17,175,91,33,312.3939394,52,1.823529412,1.923076923
HF_L5_002,12/16/2023,53,37,23,214,86,29,264.4827586,49,1.766666667,2.488372093
HF_L5_002,12/17/2023,57,54,24,114,120,23,292.173913,36,2.375,0.95
HF_L5_002,12/18/2023,68,36,15,217,98,36,288.5833333,57,1.837837838,2.214285714
HF_L5_002,12/19/2023,63,56,20,219,99,27,266.4074074,29,2.25,2.212121212
HF_L5_002,12/20/2023,77,35,22,240,130,41,320.902439,52,1.833333333,1.846153846
HF_L5_002,12/21/2023,60,39,23,136,73,25,311.84,36,2.307692308,1.863013699
HF_L5_002,12/22/2023,60,33,22,107,69,26,286.4615385,42,2.222222222,1.550724638
HF_L5_002,12/23/2023,43,36,26,238,85,38,286.7894737,54,1.102564103,2.8
HF_L5_002,12/24/2023,71,33,33,226,103,34,285.5,48,2.028571429,2.194174757
HF_L5_002,12/25/2023,59,40,24,236,111,19,300.4736842,31,2.95,2.126126126
HF_L5_002,12/26/2023,57,38,25,186,106,38,297.3157895,53,1.461538462,1.754716981
HF_L5_002,12/27/2023,45,43,16,209,109,30,281.0333333,41,1.451612903,1.917431193
HF_L5_002,12/28/2023,63,44,20,124,78,26,295.0384615,41,2.333333333,1.58974359
HF_L5_002,12/29/2023,50,33,30,242,71,35,245.8285714,48,1.388888889,3.408450704
HF_L5_002,12/30/2023,50,41,17,161,100,42,269.8571429,61,1.162790698,1.61
HF_L5_002,12/31/2023,58,24,20,156,106,24,257.7083333,39,2.32,1.471698113
HF_L5_002,1/1/2024,42,32,27,253,100,30,252,53,1.35483871,2.53
HF_L5_002,1/2/2024,67,47,27,180,134,27,292.5185185,42,2.392857143,1.343283582
HF_L5_002,1/3/2024,48,38,23,182,71,29,292.3448276,48,1.6,2.563380282
HF_L5_002,1/4/2024,38,46,20,270,117,27,346.1111111,44,1.357142857,2.307692308
HF_L5_002,1/5/2024,67,33,28,259,111,30,313.8,41,2.161290323,2.333333333
HF_L5_002,1/6/2024,60,41,27,104,122,35,261.7142857,58,1.666666667,0.852459016
HF_L5_002,1/7/2024,46,35,22,148,112,48,264.7708333,76,0.93877551,1.321428571
HF_L5_002,1/8/2024,75,33,15,251,121,32,274.40625,36,2.272727273,2.074380165
HF_L5_002,1/9/2024,70,59,21,177,123,34,286.1764706,44,2,1.43902439
HF_L5_002,1/10/2024,56,47,27,151,92,28,281.0357143,35,1.931034483,1.641304348
HF_L5_002,1/11/2024,60,43,19,242,81,29,241.5517241,38,2,2.987654321
HF_L5_002,1/12/2024,60,38,17,139,90,33,279.5757576,51,1.764705882,1.544444444
HF_L5_002,1/13/2024,54,35,23,159,88,28,301.3214286,31,1.862068966,1.806818182
HF_L5_002,1/14/2024,56,30,18,163,118,44,285.3181818,81,1.244444444,1.381355932
HF_L5_002,1/15/2024,63,45,19,194,72,31,326.4193548,48,1.96875,2.694444444
HF_L5_002,1/16/2024,87,45,16,185,104,31,309.0967742,56,2.71875,1.778846154
HF_L5_002,1/17/2024,66,35,24,196,96,39,262.4615385,62,1.65,2.041666667
HF_L5_002,1/18/2024,77,30,17,221,117,32,266.09375,51,2.333333333,1.888888889
HF_L5_002,1/19/2024,64,30,27,215,108,28,282.1071429,32,2.206896552,1.990740741
HF_L5_002,1/20/2024,51,38,24,207,75,36,292.6111111,51,1.378378378,2.76
HF_L5_002,1/21/2024,59,37,26,141,92,33,319.6363636,54,1.735294118,1.532608696
HF_L5_002,1/22/2024,72,32,31,196,77,39,304.5897436,63,1.8,2.545454545
HF_L5_002,1/23/2024,76,37,26,165,112,51,283.9803922,85,1.461538462,1.473214286
HF_L5_002,1/24/2024,54,34,27,183,107,23,336.3913043,29,2.25,1.710280374
HF_L5_002,1/25/2024,49,33,21,177,76,30,285.3,52,1.580645161,2.328947368
HF_L5_002,1/26/2024,55,38,27,172,97,26,239.3846154,31,2.037037037,1.773195876
HF_L5_002,1/27/2024,51,42,19,185,80,31,292.1290323,55,1.59375,2.3125
HF_L5_002,1/28/2024,72,43,23,209,116,25,298.04,32,2.769230769,1.801724138
HF_L5_002,1/29/2024,56,42,26,156,99,36,279.1666667,53,1.513513514,1.575757576
HF_L5_002,1/30/2024,74,42,28,148,79,34,332.7941176,43,2.114285714,1.873417722
HF_L5_002,1/31/2024,58,32,17,172,66,31,291.6774194,38,1.8125,2.606060606
HF_L5_002,2/1/2024,83,32,26,153,88,29,294.0689655,45,2.766666667,1.738636364
HF_L5_002,2/2/2024,60,38,14,233,94,31,311.2258065,56,1.875,2.478723404
HF_L5_002,2/3/2024,59,50,15,113,102,41,264.9268293,64,1.404761905,1.107843137
HF_L5_002,2/4/2024,70,56,31,164,98,29,307.4137931,47,2.333333333,1.673469388
HF_L5_002,2/5/2024,82,44,19,199,65,38,307.7105263,51,2.102564103,3.061538462
HF_L5_002,2/6/2024,70,31,21,214,97,22,292.5,31,3.043478261,2.206185567
HF_L5_002,2/7/2024,48,31,23,229,138,32,240.8125,47,1.454545455,1.65942029
HF_L5_002,2/8/2024,68,38,20,197,86,29,313.9655172,44,2.266666667,2.290697674
HF_L5_002,2/9/2024,58,40,22,225,117,31,295.0645161,59,1.8125,1.923076923
HF_L5_002,2/10/2024,62,32,20,126,134,25,239.8,39,2.384615385,0.940298507
HF_L5_002,2/11/2024,78,41,27,170,140,31,323.0645161,42,2.4375,1.214285714
HF_L5_002,2/12/2024,72,33,27,217,100,35,346.5142857,57,2,2.17
HF_L5_002,2/13/2024,52,39,25,221,90,40,315.525,54,1.268292683,2.455555556
HF_L5_002,2/14/2024,64,44,23,179,114,39,296.5128205,53,1.6,1.570175439
HF_L5_002,2/15/2024,56,51,22,193,69,28,291.1428571,52,1.931034483,2.797101449
HF_L5_002,2/16/2024,66,48,22,200,107,39,322.5897436,69,1.65,1.869158879
HF_L5_002,2/17/2024,57,21,21,133,65,20,300.8,23,2.714285714,2.046153846
HF_L5_002,2/18/2024,55,41,21,136,141,31,360.6129032,46,1.71875,0.964539007
HF_L5_002,2/19/2024,49,34,21,197,94,42,298.2857143,62,1.139534884,2.095744681
HF_L5_002,2/20/2024,65,26,21,140,117,27,280.7777778,45,2.321428571,1.196581197
HF_L5_002,2/21/2024,60,34,17,235,81,35,292.8,47,1.666666667,2.901234568
HF_L5_002,2/22/2024,85,45,25,194,106,25,326.4,38,3.269230769,1.830188679
HF_L5_002,2/23/2024,76,30,30,225,114,32,310.84375,51,2.303030303,1.973684211
HF_L5_002,2/24/2024,93,48,19,157,100,35,322.7142857,48,2.583333333,1.57
HF_L5_002,2/25/2024,67,45,15,237,119,31,285.0967742,40,2.09375,1.991596639
HF_L5_002,2/26/2024,65,25,20,138,139,24,260.0833333,31,2.6,0.992805755
HF_L5_002,2/27/2024,56,32,16,186,110,34,328.0588235,51,1.6,1.690909091
HF_L5_002,2/28/2024,71,40,24,230,96,30,287.1666667,51,2.290322581,2.395833333
HF_L5_002,2/29/2024,62,29,13,191,121,35,312.7428571,53,1.722222222,1.578512397
HF_L5_002,3/1/2024,75,33,29,213,93,42,320.2857143,70,1.744186047,2.290322581
HF_L5_002,3/2/2024,51,51,21,133,96,25,320.6,30,1.961538462,1.385416667
HF_L5_002,3/3/2024,35,41,32,291,118,28,307.2857143,36,1.206896552,2.466101695
HF_L5_002,3/4/2024,65,49,20,242,102,34,352.3235294,50,1.857142857,2.37254902
HF_L5_002,3/5/2024,56,42,17,113,110,28,383.4285714,39,1.931034483,1.027272727
HF_L5_002,3/6/2024,66,34,20,202,114,28,301.3928571,48,2.275862069,1.771929825
HF_L5_002,3/7/2024,74,41,31,159,100,36,328.3055556,54,2,1.59
HF_L5_002,3/8/2024,71,25,22,272,107,32,296.96875,45,2.151515152,2.542056075
HF_L5_002,3/9/2024,63,28,24,174,101,33,292.6363636,51,1.852941176,1.722772277
HF_L5_002,3/10/2024,57,42,25,206,113,40,303.95,60,1.390243902,1.82300885
HF_L5_002,3/11/2024,74,50,22,292,132,18,318.7777778,25,3.894736842,2.212121212
HF_L5_002,3/12/2024,66,51,19,240,86,27,312.4444444,47,2.357142857,2.790697674
HF_L5_002,3/13/2024,86,54,23,284,102,33,354.4545455,55,2.529411765,2.784313725
HF_L5_002,3/14/2024,49,36,28,202,112,29,319.2413793,35,1.633333333,1.803571429
HF_L5_002,3/15/2024,70,47,25,255,119,32,346.78125,51,2.121212121,2.142857143
HF_L5_002,3/16/2024,78,33,22,171,107,27,258.8518519,41,2.785714286,1.598130841
HF_L5_002,3/17/2024,56,35,20,203,90,33,281.5151515,58,1.647058824,2.255555556
HF_L5_002,3/18/2024,54,43,24,206,64,26,285.1538462,40,2,3.21875
HF_L5_002,3/19/2024,49,45,15,268,93,28,292.0357143,35,1.689655172,2.88172043
HF_L5_002,3/20/2024,67,38,28,204,96,39,292.2307692,69,1.675,2.125
HF_L5_002,3/21/2024,47,48,18,234,107,36,269.6666667,56,1.27027027,2.186915888
HF_L5_002,3/22/2024,64,27,25,215,104,29,301.137931,40,2.133333333,2.067307692
HF_L5_002,3/23/2024,68,46,17,185,94,34,293.3235294,51,1.942857143,1.968085106
HF_L5_002,3/24/2024,51,33,19,166,133,34,313.7352941,57,1.457142857,1.248120301
HF_L5_002,3/25/2024,46,37,20,212,106,36,300.0833333,59,1.243243243,2
HF_L5_002,3/26/2024,78,38,23,242,79,27,318.7407407,43,2.785714286,3.063291139
HF_L5_002,3/27/2024,51,48,20,278,123,31,288.3548387,42,1.59375,2.260162602
HF_L5_002,3/28/2024,57,35,22,286,108,34,302.4705882,51,1.628571429,2.648148148
HF_L5_002,3/29/2024,65,24,23,223,80,29,287.2068966,42,2.166666667,2.7875
HF_L5_002,3/30/2024,74,39,29,228,97,41,296.6585366,63,1.761904762,2.350515464
HF_L5_002,3/31/2024,69,41,24,261,90,28,287,27,2.379310345,2.9
HF_L5_002,4/1/2024,57,46,23,171,110,30,291.3666667,48,1.838709677,1.554545455
HF_L5_002,4/2/2024,63,27,16,185,108,35,326.9714286,41,1.75,1.712962963
HF_L5_002,4/3/2024,51,37,18,233,83,37,305.3513514,56,1.342105263,2.807228916
HF_L5_002,4/4/2024,66,45,17,209,122,27,308.4444444,40,2.357142857,1.713114754
HF_L5_002,4/5/2024,57,42,24,278,119,37,328.6756757,54,1.5,2.336134454
HF_L5_002,4/6/2024,69,34,19,148,54,31,307.8387097,45,2.15625,2.740740741
HF_L5_002,4/7/2024,64,33,18,149,85,47,286.9787234,83,1.333333333,1.752941176
HF_L5_002,4/8/2024,77,50,19,292,83,40,260.825,57,1.87804878,3.518072289
HF_L5_002,4/9/2024,71,23,25,158,83,34,315.9411765,44,2.028571429,1.903614458
HF_L5_002,4/10/2024,63,40,18,133,67,31,329.6129032,53,1.96875,1.985074627
HF_L5_002,4/11/2024,56,34,24,133,99,35,338.0857143,49,1.555555556,1.343434343
HF_L5_002,4/12/2024,52,33,22,195,76,28,296.3571429,35,1.793103448,2.565789474
HF_L5_002,4/13/2024,66,32,23,265,90,27,280.5925926,42,2.357142857,2.944444444
HF_L5_002,4/14/2024,58,27,19,234,81,33,264.969697,49,1.705882353,2.888888889
HF_L5_002,4/15/2024,64,28,18,205,90,40,267.275,60,1.56097561,2.277777778
HF_L5_002,4/16/2024,67,34,23,187,111,27,321.4814815,44,2.392857143,1.684684685
HF_L5_002,4/17/2024,71,43,20,139,100,39,325.0512821,50,1.775,1.39
HF_L5_002,4/18/2024,64,41,27,152,95,34,296.0294118,50,1.828571429,1.6
HF_L5_002,4/19/2024,56,38,30,209,81,28,276.25,51,1.931034483,2.580246914
HF_L5_002,4/20/2024,53,35,20,236,89,27,311.037037,45,1.892857143,2.651685393
HF_L5_002,4/21/2024,64,39,28,207,97,28,277.3928571,53,2.206896552,2.134020619
HF_L5_002,4/22/2024,82,33,17,231,123,41,315,55,1.952380952,1.87804878
HF_L5_002,4/23/2024,47,42,29,229,88,33,291.5757576,44,1.382352941,2.602272727
HF_L5_002,4/24/2024,72,29,25,173,74,28,317.4285714,44,2.482758621,2.337837838
HF_L5_002,4/25/2024,69,40,24,163,93,25,347.48,33,2.653846154,1.752688172
HF_L5_002,4/26/2024,72,33,19,267,85,19,283.1578947,30,3.6,3.141176471
HF_L5_002,4/27/2024,62,29,14,227,101,33,287.0909091,44,1.823529412,2.247524752
HF_L5_002,4/28/2024,82,34,23,205,112,30,312.0333333,53,2.64516129,1.830357143
HF_L5_002,4/29/2024,66,34,22,255,85,34,297.0588235,49,1.885714286,3
HF_L5_002,4/30/2024,60,48,23,212,124,33,335.4848485,53,1.764705882,1.709677419
HF_L5_002,5/1/2024,59,44,26,168,126,25,290.12,42,2.269230769,1.333333333
HF_L5_002,5/2/2024,54,51,29,205,85,33,288.6060606,54,1.588235294,2.411764706
HF_L5_002,5/3/2024,59,49,16,170,123,41,279.4390244,70,1.404761905,1.382113821
HF_L5_002,5/4/2024,63,43,22,235,114,38,286.5526316,59,1.615384615,2.061403509
HF_L5_002,5/5/2024,69,32,29,253,112,37,312.3783784,55,1.815789474,2.258928571
HF_L5_002,5/6/2024,73,48,26,233,95,43,293.4186047,64,1.659090909,2.452631579
HF_L5_002,5/7/2024,56,35,20,132,76,34,314.2058824,41,1.6,1.736842105
HF_L5_002,5/8/2024,63,46,21,215,119,26,253,45,2.333333333,1.806722689
HF_L5_002,5/9/2024,78,35,26,204,129,31,308.7096774,47,2.4375,1.581395349
HF_L5_002,5/10/2024,67,46,23,201,124,26,301.6923077,33,2.481481481,1.620967742
HF_L5_002,5/11/2024,56,34,26,223,122,46,277.3043478,82,1.191489362,1.827868852
HF_L5_002,5/12/2024,68,38,24,252,109,36,300.3333333,58,1.837837838,2.311926606
HF_L5_002,5/13/2024,54,44,16,263,55,45,298.4,60,1.173913043,4.781818182
HF_L5_002,5/14/2024,75,37,19,199,92,30,323.4333333,52,2.419354839,2.163043478
HF_L5_002,5/15/2024,71,29,25,149,107,28,277.5714286,41,2.448275862,1.392523364
HF_L5_002,5/16/2024,59,41,25,194,104,33,342.4242424,51,1.735294118,1.865384615
HF_L5_002,5/17/2024,64,49,20,151,95,37,369.1891892,63,1.684210526,1.589473684
HF_L5_002,5/18/2024,56,49,19,179,108,30,274.9333333,36,1.806451613,1.657407407
HF_L5_002,5/19/2024,54,47,13,152,123,34,309.0588235,50,1.542857143,1.235772358
HF_L5_002,5/20/2024,73,60,17,205,92,42,299.4761905,50,1.697674419,2.22826087
HF_L5_002,5/21/2024,60,36,27,186,82,40,282.7,68,1.463414634,2.268292683
HF_L5_002,5/22/2024,87,38,17,158,89,27,242.0740741,39,3.107142857,1.775280899
HF_L5_002,5/23/2024,52,41,25,154,76,35,318.6,66,1.444444444,2.026315789
HF_L5_002,5/24/2024,44,47,17,209,94,33,317.7272727,51,1.294117647,2.223404255
HF_L5_002,5/25/2024,65,54,30,167,124,35,295.5714286,50,1.805555556,1.346774194
HF_L5_002,5/26/2024,79,48,24,257,77,20,334.85,22,3.761904762,3.337662338
HF_L5_002,5/27/2024,54,49,21,182,97,43,297.4883721,71,1.227272727,1.87628866
HF_L5_002,5/28/2024,68,55,12,229,103,37,290.7297297,59,1.789473684,2.223300971
HF_L5_002,5/29/2024,79,30,17,230,116,37,327.5135135,53,2.078947368,1.982758621
HF_L5_002,5/30/2024,74,44,20,184,96,30,276.8,50,2.387096774,1.916666667
HF_L5_002,5/31/2024,43,37,24,166,121,29,271.3793103,45,1.433333333,1.371900826
HF_L5_002,6/1/2024,65,38,25,250,92,39,302.9230769,58,1.625,2.717391304
HF_L5_002,6/2/2024,64,28,14,213,88,26,305.4230769,47,2.37037037,2.420454545
HF_L5_002,6/3/2024,73,46,17,250,96,39,249.7948718,51,1.825,2.604166667
HF_L5_002,6/4/2024,60,48,19,191,100,38,282.3157895,45,1.538461538,1.91
HF_L5_002,6/5/2024,77,49,24,251,74,34,316.6764706,44,2.2,3.391891892
HF_L5_002,6/6/2024,62,47,24,163,86,36,269.5555556,61,1.675675676,1.895348837
HF_L5_002,6/7/2024,78,28,16,242,91,34,275.8529412,55,2.228571429,2.659340659
HF_L5_002,6/8/2024,67,29,20,188,85,26,265.4615385,45,2.481481481,2.211764706
HF_L5_002,6/9/2024,51,22,26,244,73,31,315.8709677,56,1.59375,3.342465753
HF_L5_002,6/10/2024,65,34,29,199,116,41,325.3414634,56,1.547619048,1.715517241
HF_L5_002,6/11/2024,69,35,21,196,66,39,275.3076923,66,1.725,2.96969697
HF_L5_002,6/12/2024,58,38,30,174,70,30,265.9,45,1.870967742,2.485714286
HF_L5_002,6/13/2024,69,56,28,142,113,29,273.1724138,49,2.3,1.256637168
HF_L5_002,6/14/2024,68,45,26,214,129,36,302.75,69,1.837837838,1.658914729
HF_L5_002,6/15/2024,68,36,23,227,94,26,303.8461538,35,2.518518519,2.414893617
HF_L5_002,6/16/2024,66,50,22,186,101,36,298.1944444,53,1.783783784,1.841584158
HF_L5_002,6/17/2024,70,51,16,287,86,35,288.8571429,62,1.944444444,3.337209302
HF_L5_002,6/18/2024,73,37,30,229,93,36,265.2222222,52,1.972972973,2.462365591
HF_L5_002,6/19/2024,57,34,21,154,82,39,319.1538462,60,1.425,1.87804878
HF_L5_002,6/20/2024,55,21,26,239,78,32,281.75,49,1.666666667,3.064102564
HF_L5_002,6/21/2024,73,36,20,219,103,37,328.5675676,50,1.921052632,2.126213592
HF_L5_002,6/22/2024,91,52,17,228,134,27,269,46,3.25,1.701492537
HF_L5_002,6/23/2024,63,31,21,225,90,37,338.5135135,47,1.657894737,2.5
HF_L5_002,6/24/2024,52,44,23,190,83,26,287.5769231,37,1.925925926,2.289156627
HF_L5_002,6/25/2024,58,27,24,221,126,21,255.9047619,31,2.636363636,1.753968254
HF_L5_002,6/26/2024,62,46,26,235,130,32,275.125,47,1.878787879,1.807692308
HF_L5_002,6/27/2024,65,31,25,137,89,36,309.6388889,54,1.756756757,1.539325843
HF_L5_002,6/28/2024,66,41,23,218,83,36,321.1944444,41,1.783783784,2.626506024
HF_L5_002,6/29/2024,52,28,21,275,87,35,267.7428571,61,1.444444444,3.16091954
HF_L5_002,6/30/2024,58,40,28,203,86,27,326.3333333,43,2.071428571,2.360465116
HF_L5_002,7/1/2024,97,42,19,210,81,29,301.2758621,40,3.233333333,2.592592593
HF_L5_002,7/2/2024,61,52,29,207,106,34,265.0294118,53,1.742857143,1.952830189
HF_L5_002,7/3/2024,55,39,23,238,82,20,316.55,30,2.619047619,2.902439024
HF_L5_002,7/4/2024,70,48,21,207,102,41,337.6829268,69,1.666666667,2.029411765
HF_L5_002,7/5/2024,64,41,29,230,111,45,295.4,61,1.391304348,2.072072072
HF_L5_002,7/6/2024,47,44,21,211,109,30,318.0666667,46,1.516129032,1.935779817
HF_L5_002,7/7/2024,83,42,19,212,91,36,309.8055556,52,2.243243243,2.32967033
HF_L5_002,7/8/2024,35,38,23,160,75,36,297.4722222,48,0.945945946,2.133333333
HF_L5_002,7/9/2024,66,27,22,199,133,33,323.1818182,44,1.941176471,1.496240602
HF_L5_002,7/10/2024,50,37,19,146,100,31,328.7419355,53,1.5625,1.46
HF_L5_002,7/11/2024,59,36,30,285,107,41,318.7073171,58,1.404761905,2.663551402
HF_L5_002,7/12/2024,64,32,19,221,118,24,280.1666667,31,2.56,1.872881356
HF_L5_002,7/13/2024,72,45,26,221,95,38,284.6578947,37,1.846153846,2.326315789
HF_L5_002,7/14/2024,59,49,19,243,101,40,339.2,67,1.43902439,2.405940594
HF_L5_002,7/15/2024,54,36,18,183,105,30,316.9,44,1.741935484,1.742857143
HF_L5_002,7/16/2024,56,31,28,219,122,30,333.7333333,55,1.806451613,1.795081967
HF_L5_002,7/17/2024,49,25,17,222,68,34,291.7941176,55,1.4,3.264705882
HF_L5_002,7/18/2024,70,37,19,256,113,33,288.1515152,44,2.058823529,2.265486726
HF_L5_002,7/19/2024,51,41,22,174,94,35,312.6285714,60,1.416666667,1.85106383
HF_L5_002,7/20/2024,60,36,29,205,106,26,299.4230769,41,2.222222222,1.933962264
HF_L5_002,7/21/2024,66,55,25,162,112,26,323.8846154,30,2.444444444,1.446428571
HF_L5_002,7/22/2024,71,34,11,213,151,40,325,68,1.731707317,1.410596026
HF_L5_002,7/23/2024,50,40,29,199,120,29,274.0344828,42,1.666666667,1.658333333
HF_L5_002,7/24/2024,43,43,26,233,108,35,288.1142857,63,1.194444444,2.157407407
